Simulation	T01[F1]	T01[F2]	T01[F3]	T01[F4]	T02[F1]	T02[F2]	T02[F3]	T02[F4]	T03[F1]	T03[F2]	T03[F3]	T03[F4]	T04[F1]	T04[F2]	T04[F3]	T04[F4]	T05[F1]	T05[F2]	T05[F3]	T05[F4]	T06[F1]	T06[F2]	T06[F3]	T06[F4]	T07[F1]	T07[F2]	T07[F3]	T07[F4]	T08[F1]	T08[F2]	T08[F3]	T08[F4]	T09[F1]	T09[F2]	T09[F3]	T09[F4]	T10[F1]	T10[F2]	T10[F3]	T10[F4]	T11[F1]	T11[F2]	T11[F3]	T11[F4]	T12[F1]	T12[F2]	T12[F3]	T12[F4]	T13[F1]	T13[F2]	T13[F3]	T13[F4]	T14[F1]	T14[F2]	T14[F3]	T14[F4]	T15[F1]	T15[F2]	T15[F3]	T15[F4]	T16[F1]	T16[F2]	T16[F3]	T16[F4]	T17[F1]	T17[F2]	T17[F3]	T17[F4]	T18[F1]	T18[F2]	T18[F3]	T18[F4]	T19[F1]	T19[F2]	T19[F3]	T19[F4]	T20[F1]	T20[F2]	T20[F3]	T20[F4]	T21[F1]	T21[F2]	T21[F3]	T21[F4]	T22[F1]	T22[F2]	T22[F3]	T22[F4]	T23[F1]	T23[F2]	T23[F3]	T23[F4]	T24[F1]	T24[F2]	T24[F3]	T24[F4]	T25[F1]	T25[F2]	T25[F3]	T25[F4]	T26[F1]	T26[F2]	T26[F3]	T26[F4]	T27[F1]	T27[F2]	T27[F3]	T27[F4]	T28[F1]	T28[F2]	T28[F3]	T28[F4]	T29[F1]	T29[F2]	T29[F3]	T29[F4]	T30[F1]	T30[F2]	T30[F3]	T30[F4]	Groundwater	Avg Profit	Total Orchards
226	-4.763121605	6.286959052	-0.599064007	2.53344506	-11.64424896	-1.390569806	-5.95498383	-3.723447323	-4.292710423	0.521104895	-0.09755455	3.568818271	-3.66817832	-4.664412141	8.651223779	-2.242607772	1.107900515	-4.930054545	-5.488086939	3.842655122	-6.428573132	4.718397558	3.081875145	-3.44583869	-6.999444962	0.901417434	3.761541545	-1.422806531	0.135417711	6.534002423	-5.433120728	-1.857958585	-3.960696161	1.373477727	6.808492541	-12.1509397	2.985579371	-3.645395041	5.655180812	1.202265248	5.869343281	1.882649511	4.281696081	-5.674402118	-6.48162961	-0.649475902	4.547434449	-1.359025985	2.400518507	2.608933449	-0.911193937	-3.21328342	6.636300087	-0.050165546	4.266134501	-0.481466837	1.421089768	-0.468497425	1.155148894	-1.243780628	8.66661489	-0.282402206	-1.300553083	-8.632227778	4.269004762	10.46570778	9.441420436	-2.77097106	-3.05839479	-2.249111384	-0.515054725	-2.779754102	-2.568185329	-6.026163697	8.55496943	-6.60959661	5.378082991	-4.083634019	-8.217447996	-5.196254849	1.33719027	2.649268508	-2.395022362	2.907755375	5.865209103	0.010095865	-2.079201341	-1.773548275	-0.4426606	-0.826016515	-0.352260582	0.864566043	2.451222241	0.274353623	13.80613327	4.102620184	-6.993721128	-8.83020103	1.588538289	-4.185059667	0.636656135	-2.979239821	3.990110457	-1.993025541	3.374126852	0.42570103	0.205643605	-1.580204219	-0.619058646	12.6682198	0.291997734	-1.129610017	-8.07264626	4.613173306	2.142194211	-8.906290531	6.419160366	-1.922224462	-2.873670161	-1.516580433	944.088822	65708.65203	128.1432866
227	-5.851645619	1.32818485	1.260028759	-0.568287365	-5.663779462	-0.992244623	-1.656987455	-2.670493334	6.092167664	6.712492858	-2.194783015	3.69814823	-2.349735917	-4.509696243	-6.274491269	-0.228693661	-2.890022971	1.342466309	1.832682822	3.042773093	-14.35675996	-0.476516531	-3.778523507	0.097594503	0.613780776	-14.12578118	4.484786618	1.142562055	11.31318014	-3.079212207	-2.48813648	0.088146682	3.382105409	0.737257786	1.062280848	3.334287046	-7.706894195	0.056250582	0.366370331	-0.711872365	-2.957642829	-0.585437816	-1.951191695	4.067575168	0.991998085	0.937063004	-5.828310642	-2.899925506	-0.587363266	4.890944569	-1.60301018	-2.467221927	-8.291454191	1.928825824	0.158586118	5.573075053	-6.973720909	6.792119028	-2.36945191	6.447277255	-8.747327522	-6.210515341	5.544655676	3.737295513	-5.418422896	-6.848085517	-6.410905366	2.317685815	3.595453816	-0.276822509	2.196269762	7.245864135	-3.392785888	2.254967345	-1.221815944	-2.30513646	-1.767392675	3.981712529	0.183433539	-3.068982772	0.632677831	-1.79896731	-2.154718661	5.395562696	3.047940374	-0.845261274	2.833947622	-2.059462669	9.89293756	-2.452653975	-6.32767068	2.194356244	-3.685978044	12.72407037	0.952446505	0.855745536	9.865106595	-2.556596587	1.259372816	-2.010026158	-4.05074982	-2.371687394	-1.778038862	4.938150336	4.084093933	-6.283671544	-1.621710583	7.067072727	1.129147016	8.236829609	-0.685631442	4.419350313	4.631072088	10.38620061	0.464810273	1.916740087	-2.959349533	-0.493272831	-3.194388142	7.532839481	985.3529562	62846.97396	120.3926994
228	-0.39867498	-5.082336664	-7.965362072	-3.683570325	0.762221739	6.133426428	5.099107027	-6.915096045	1.043689474	1.59779489	-0.525773056	0.182436015	-3.09024483	4.62048322	-0.766310394	5.973886251	1.493521631	7.635005713	-0.02299208	4.172846377	-1.354500055	-10.45987487	-9.23038125	2.088314146	0.678697377	7.849335074	-7.642920613	-2.209083587	6.139426231	1.480896473	-3.960030377	5.500054955	-0.54301843	0.193296634	8.07497263	2.444445342	-4.961155057	-3.445302546	-0.126339272	-0.867358968	-2.513414621	-8.16409409	10.37553191	11.75845385	5.63082397	-3.73536855	11.60011053	-0.051915026	4.017198682	6.590256691	-1.000185981	-1.064445823	1.492121965	-8.382753134	-0.824522376	-1.882604212	-1.919616461	-3.630004525	-0.415503681	0.365754962	0.249880739	-3.992168903	1.411195248	8.668584824	1.518044323	4.907814562	-4.237948954	-1.483048201	-7.426190376	-2.570182383	-0.998477489	-2.453804761	4.996041059	8.054382801	-4.647672772	-10.14602184	1.084882692	-3.742445707	-1.009271666	-0.096490765	12.24176884	-8.347405195	1.070318893	-2.254294008	9.558487535	-1.354229897	1.715560108	7.302654982	-5.354127288	1.66121155	-3.684093654	0.121003948	-0.770605057	-3.135625422	-2.434736192	-5.178118944	-10.02052069	6.035086513	10.47347069	-2.530837357	4.022958279	-5.17141521	-6.880930662	-0.98141335	-5.785324574	-3.889203966	0.262748692	-3.234480917	-10.67438602	-11.38365626	-4.013010561	-5.431627631	11.04529381	-1.025089994	5.940814018	0.11430935	7.469018102	-17.73226261	1.042000875	-7.010234594	913.0429002	67044.17366	140.1265441
229	-1.340540779	7.004031955	-0.217617121	-1.521471728	-1.516923941	1.815530882	-1.089643037	-11.01209963	-2.534728141	-5.117963395	-5.328185561	-0.76955468	-0.916026018	8.583951348	-1.214645844	-3.979345055	4.968992849	-5.463978327	2.16702983	-4.281339411	7.79933282	4.718704659	-1.015781814	1.196912453	2.20059537	0.577690554	2.092550703	0.008358309	1.521559359	3.395382141	-12.57479997	-2.430009079	-6.502218688	-5.452316679	12.72842962	0.98545234	9.26921517	7.942732014	0.96730417	-14.12268333	7.97542919	-8.495283407	4.073131762	-5.479674866	-1.041886061	-0.462965005	-0.139856609	-3.127233773	7.872069766	-4.558498418	-5.866145526	2.043008202	1.26818934	2.73390445	-7.757674323	-1.014959945	7.601156892	1.557576019	1.805558885	-2.014005183	1.107428234	-8.751024539	0.669633208	-4.504529364	-1.406819643	5.265919546	4.159419165	-7.150848905	-5.897000964	-4.967227027	5.180424688	-6.410669228	-4.665898321	-2.563351182	-3.539757344	-3.40136244	0.98007408	8.133964154	-2.829150513	1.156553299	2.092237	5.044124552	8.118516852	-3.001191607	-2.724513645	-4.695421967	-9.925826384	8.885887917	7.45112393	-6.002891794	-8.671824006	-0.59545413	5.308606065	0.660000662	-0.132851237	-1.631614875	10.19132963	4.048064397	4.578570334	-0.58727619	-0.327153028	14.11743799	-4.633648095	1.465828543	-9.895100254	0.593097234	3.016095473	9.688562377	0.805095373	-5.502018097	5.556359004	-2.914538036	-6.001593833	6.902452429	1.934372051	4.776544325	-3.845979816	1.508075482	-1.790795612	0.299820366	927.755883	66195.19786	148.9472502
230	2.534294426	2.276445031	-1.079128161	-0.438162573	2.893759906	3.644563854	2.367116511	2.651203871	-3.678149283	2.253949642	-8.128762841	2.915972769	4.632986486	-5.082223415	0.420726575	-1.730178595	-5.566611886	-0.548697524	3.057926297	0.776850283	-3.099593818	0.3770696	6.392477155	-2.821210325	-2.70317167	-9.112879038	2.959522903	7.072076797	-10.87028742	5.025392771	-3.594510257	-5.538517237	-1.074268445	3.015293181	-3.053467274	-3.254069984	0.471722484	1.587759852	6.002702117	-1.179039851	-1.219527274	1.059000641	7.622663379	-3.646673262	5.818721652	2.35799998	0.741326213	-10.16909003	3.719952404	3.326413929	4.386318624	-3.881678879	5.62312901	1.138445735	-3.538416028	-7.697545886	-15.38174987	-2.444335818	-1.648250967	-6.234203577	-9.603167772	-0.344800167	4.981806874	-4.89302516	-5.755369067	-1.384828687	-7.907841206	-5.01332283	5.574474335	0.98797366	7.339622974	5.332589746	2.154786289	2.988093197	-10.62282324	-1.736047417	-4.893124402	0.888869092	1.784499139	6.291700602	3.272232413	3.49848032	4.965173006	-1.290238947	-5.31940341	0.770582035	6.266490221	-1.444924027	-3.388299644	-0.535856858	-2.458392233	-3.801900446	-8.74571085	3.187312484	-4.677079916	2.494455576	0.19556623	-4.224539697	8.858486414	4.928358495	-2.433204055	-2.804083228	4.758185744	1.557671577	-2.92073369	-4.494008422	-12.75772452	-5.554471016	12.65958667	-5.838222504	2.976989746	7.759909034	-3.907911479	-5.415475965	2.159878761	1.430127472	1.977129877	-2.240009904	3.262394667	0.938930288	964.686435	64606.49342	109.6072487
231	-2.742142617	-3.338184369	-1.723632518	5.632137217	2.035135531	-5.720179683	-6.39700577	-6.563784071	1.386228543	-6.81258495	-1.877016498	-2.709796164	3.428133964	-4.263664196	1.049124999	7.387753781	-0.393078645	-0.022799147	6.953793093	8.237901583	-3.394521471	2.096509578	0.511263323	-7.063005172	-6.086005962	-0.775094906	1.080319682	1.085848524	2.354689496	2.37068514	2.415318056	-2.996508565	5.963350475	2.705661541	-1.009144317	-7.036249964	6.595165057	-3.965964866	-3.473749904	-1.66666109	-3.639926952	2.380367742	-0.335236495	-2.579775307	6.682534475	0.008716423	4.95676021	-10.1163107	6.37666956	4.795164909	-0.851642449	2.610655237	1.637352162	-6.902493357	-3.071187957	-1.191660547	0.812432703	-5.372503767	5.529049414	4.865558104	-3.888747429	-2.150434356	-2.395195871	1.387755667	-8.400143755	-0.445366929	-2.305130093	-3.785629944	-4.441143184	-3.609283175	-7.686147638	-5.089187049	-3.830367665	4.421198435	1.294983662	-0.616848371	-1.567189747	6.662203898	-0.148179792	-2.306417309	6.263021068	4.375160885	4.876004009	-0.624997837	0.925531059	10.29929564	9.427165023	1.962290362	5.072694523	-6.556000174	10.41015154	-1.945105002	0.73705851	-3.631191852	-3.78538938	1.687239725	-10.92651206	2.171023085	-7.752251837	3.470921956	1.646970162	1.067819008	-6.29371217	-8.859804459	3.830389411	7.274875463	4.10132969	5.69273757	2.682300562	-2.400058011	-1.670064984	-6.989295408	2.025996671	-0.166463137	-2.572146687	-2.47988307	9.161712628	1.042370167	4.201321636	-11.28726295	931.4710991	66471.68154	134.1196517
232	0.661691055	-5.629858375	4.527888596	5.796939731	-1.205300689	-4.122077823	1.187786907	-1.425352693	5.178867579	9.713118672	-1.429750621	8.148899078	7.997982502	10.76195717	2.693302929	10.50302267	1.38557598	-2.633740902	1.78142637	7.993790507	-3.559178114	-0.049220882	-7.717139125	-1.222294047	-0.571685731	3.30458045	-0.238428824	-2.716062963	4.927923977	-4.713171721	2.564622164	-0.373127349	-6.195273399	1.572891921	0.74730888	3.040611744	0.355514474	5.733804107	6.76490128	-2.487345636	-5.714290142	4.430943429	4.039298892	-0.558637269	-3.329063654	4.394152462	1.86684981	3.373142481	4.078421593	6.010487676	4.963851571	0.775030032	1.014054045	6.260430217	-8.156830668	8.980945945	-0.151504129	7.168354988	-1.514371485	-3.137620986	-3.519012928	0.771240667	-5.883439183	-0.618939511	2.741785944	-1.573861986	1.240319684	-6.930649877	-8.330823183	-0.940561295	3.123137057	-1.230645254	5.357868075	5.779206753	0.754929036	6.364799738	-8.26885581	2.293029726	2.1153377	0.906330347	6.520816684	1.867695004	0.540433303	1.589883417	-1.33156985	-0.904782712	5.551762581	-2.92460233	0.734540075	-4.660656154	-2.869530618	2.532060742	3.807704747	7.206801176	-0.131487241	2.934085727	1.794172227	-4.590329826	4.175892472	-6.101362705	-0.479527488	5.716465116	-0.585874915	-0.671619996	-2.164844424	-5.643326044	-4.508343339	-10.93263865	-3.066323102	2.28859216	-3.646564484	3.164747953	-1.784943789	2.48110339	3.155114949	7.905808091	0.554142147	-4.906752706	-7.821279764	3.880558014	883.5324309	69482.4087	142.8841625
233	-7.371364825	2.123766722	1.896789959	-8.088638837	5.618923386	-2.185907258	-10.93371267	-5.584005314	11.49827595	2.401933052	2.787872071	1.914234982	-1.901326736	1.735672386	-2.060073591	0.33004794	11.4764554	6.844981966	1.697412196	8.415721377	-3.267212525	-9.633058759	-8.524047134	0.264657465	-1.222465931	2.421297059	-1.321166862	3.389928687	4.610167415	6.087285795	6.221755171	2.697126064	3.533269996	-4.109676779	0.982297508	-1.686189325	0.382606162	1.982922192	-2.559081002	4.462054726	2.447519882	5.490698993	-3.402527355	3.173468984	-0.476839146	4.361531812	-3.560965959	1.412263686	9.285242566	0.270039068	-5.964479209	-2.016941308	-0.517000658	1.796721431	-3.81569175	-2.005259829	2.330209622	0.787399096	1.941125823	5.055461912	1.517042777	-4.14342662	-1.629068036	4.170017209	-1.89851922	1.931366446	-15.1081942	-2.801849776	6.080294706	2.19855424	-4.799597193	1.132771035	1.160820912	-10.58492319	1.090527104	8.497503124	2.935677947	3.574336193	-8.16196585	4.482289268	-2.331774282	-3.041911751	-2.093855426	0.749761231	4.740900261	6.960554881	-7.116609967	11.639736	6.523490127	0.65405657	-6.520361617	2.084326338	-4.939053162	2.353324721	1.01680717	-0.541679685	-6.934531973	-6.812255051	3.231089006	-4.669293114	-1.467788787	-6.911896733	-6.531240077	-4.077463967	-2.534993885	-1.936569343	-6.206973991	-2.207050028	5.629446213	1.410452471	0.709173454	5.635178505	-0.437517748	-0.330908002	2.092970603	8.898006226	1.952942393	0.15038769	3.240437629	0.050141377	967.6168632	64013.3295	107.9512511
234	-10.64461112	6.929039955	3.51924628	4.106072485	8.117097616	4.318746328	3.055788875	-3.085021377	7.321234345	0.790633559	-3.147595823	3.973721862	1.18204698	4.640617669	0.531794727	6.718339324	5.19172132	8.791750073	4.695398211	1.232924089	-2.001341134	-1.360696405	-1.350921243	-2.480028272	-5.530707836	-3.745544553	1.875104457	-4.344290495	-2.877753377	4.879532754	5.689868927	-2.585892379	5.950993299	-2.791637182	-3.372655809	2.21749559	3.160314858	-5.323625803	-5.695964694	10.36131144	-7.328329682	-0.524330772	1.892989278	-4.782809019	-2.350000292	-3.556684852	5.660288334	-4.470566213	7.129818797	-5.924787521	0.621091649	-2.636284828	1.132212654	-0.902124941	-9.513087273	0.187083874	-2.684579492	4.513348043	-6.689240932	0.709443986	2.522417307	0.724854842	2.835273445	-1.051479727	-6.03512466	9.291173816	1.438708007	8.701198697	-4.546722472	-0.944003835	-1.826725751	0.727644116	-3.343097568	0.19578252	-3.090639412	-7.243017554	-0.84105365	5.363126397	0.408398136	3.577532172	-3.713673055	-7.560300231	-3.259017169	-4.042443037	-5.73438406	-5.756317377	-9.536194801	-0.111432951	-14.04317141	-3.753047884	4.590298235	-0.13390651	3.703123629	-8.86986196	-5.93272984	3.754104972	1.341346949	-2.140761167	4.110155106	9.828894734	9.243714809	4.239121675	-0.719196796	8.424549699	-0.918310657	-3.981151283	0.115894042	-2.390526831	-7.080588937	-1.347514987	2.851533294	0.14072693	-0.564182922	2.357131094	2.655370533	0.55145409	3.298016787	-0.51096905	7.780045271	3.825533986	952.1986654	65302.01526	105.7563953
235	10.47926705	-11.06787105	-4.548311731	0.64070465	6.71596753	8.204536207	-0.387316478	3.813503234	-5.835848299	0.835413048	-5.452905896	-2.983191478	-8.48686107	-3.584129381	3.042130139	-4.421577383	1.240499985	3.271549367	8.599092546	-0.402403028	-4.415009283	-1.71542921	-4.643961923	4.974331318	0.122370834	-1.612434469	0.692259523	-3.028770896	-0.838977114	-4.080712551	2.687920491	4.541988921	0.690389658	-5.44383653	-9.917781457	3.991330237	-2.409553257	-4.888021853	3.185690789	-11.35763017	1.862154203	0.915412654	-5.108382802	2.151839133	-14.52016725	8.347740394	3.932819715	6.45118588	-0.542177237	-0.02043127	-10.74214624	4.777479401	6.04122217	2.021423858	-4.334463721	-3.752916387	-0.796468538	4.184544674	-2.798790586	-5.822008632	-2.229757928	-13.75184655	8.611911393	1.696651756	2.202530947	-5.598266904	6.364009298	0.531758869	5.65284195	-1.833753115	1.165790657	-8.816394594	0.013981721	-0.816101893	-6.151365158	4.080142445	-9.24330739	-8.998083358	2.138957767	5.547103039	-6.108996958	-0.91057519	1.965662818	0.139417558	6.087742968	2.420704304	12.78710023	-7.533537376	-2.123763732	4.907950268	1.04339175	-2.384326202	-1.763486496	-6.250499802	2.461106882	-3.678601625	-1.63082411	1.606203975	-0.564690783	3.52207277	-0.654977564	3.935449935	4.294382846	-0.894491138	6.624979321	4.989005966	-5.05414158	-3.013282377	-5.454728726	-0.257105798	9.774810174	-0.491014508	-1.674314229	-0.311708125	-5.94808742	-1.957759874	-2.386471588	-1.164520249	-7.250902037	-4.894194593	1006.12503	61604.51196	104.0562007
236	-4.540342689	2.745787501	1.810870022	-9.093079567	3.419598043	3.490312099	5.98683238	7.560691237	-12.08914042	-8.609288335	-4.440970719	4.840457737	-1.728383005	-0.11469665	8.932062984	-5.965455174	6.135793328	4.406188726	-3.02321732	5.344362259	1.574663371	-0.451025106	-1.717505455	-9.132661223	-5.334745049	-6.855662465	-2.068817019	3.617219329	2.356189489	-5.234358311	-10.04947543	-3.873824775	1.724756509	-4.954301417	1.46088019	6.269950867	3.782157004	-3.519475162	-4.013628364	2.090005428	1.84553355	-1.379068345	1.43485412	3.750264645	-1.408571154	-4.546498656	-3.051653504	2.791768014	-1.699698567	1.37043193	0.763969347	-5.193322897	2.333510369	-14.87448692	-14.30091977	0.284743607	-3.701883852	1.448121071	1.421963573	-6.08184576	-8.553811908	11.2384665	5.671259165	2.306683362	-6.184721589	7.592027783	2.225224972	-2.762428522	0.36286585	-5.12409389	-6.050972342	-5.811676383	-1.960143894	8.271983862	-2.557722926	5.073230863	5.50136745	-12.99459219	0.711239427	-2.846570611	6.048868299	6.645210385	6.082797647	-2.383195758	1.095513031	-4.823668599	-7.07162559	-3.544109762	8.588626385	7.792940736	9.694719911	4.074809253	5.226672888	5.001017451	-1.927610785	-8.746798038	-2.090194672	-3.024208248	0.045372797	-4.269327521	0.988476425	1.990995258	-3.249929249	5.918047428	-5.329123735	5.131272674	-1.369416565	-2.505674064	7.365036607	-4.489500523	8.790152669	-4.368825555	6.013356447	1.500770599	-3.954455853	-0.242815949	-0.883264393	-3.296321332	0.454704463	5.749145746	966.714456	63304.18522	145.8580472
237	0.499271823	-1.247540313	0.87108722	-5.333450848	0.693465222	-3.923618539	7.705141557	6.623383009	-2.773626775	4.27116773	2.765419208	1.612343109	5.325091094	3.329153864	9.240476796	1.02114484	7.396404065	4.889186768	-1.103778563	0.808108186	0.170169436	2.89927383	-3.717111793	-5.212602645	-0.088411365	-4.982464064	3.928612475	1.946497148	-6.957100937	-0.051628151	-6.235575245	-2.942726569	-0.552751787	-2.988549543	-2.164223134	7.80444425	0.395511582	3.626364928	-0.719565502	5.565812914	-4.021667061	-6.802632677	-6.287177465	5.337934772	5.937895424	-3.095091196	-2.675994427	2.757521331	-2.557053979	-5.293584243	-0.241584863	1.846603715	2.083870498	2.943118349	5.352064781	5.1689476	-3.424307362	-3.168182899	0.591903716	0.436085813	7.765352921	5.1100235	-5.377782248	4.548075804	-6.606984481	2.472591472	-5.921957588	-2.145012261	-3.411774778	-3.569239595	-0.802886147	5.473071819	-13.09189997	-2.946958176	-0.694837018	-5.266852363	0.873701752	4.309965518	1.359070679	-5.282930116	2.471245374	8.215245108	3.010142555	2.551091198	0.974770561	-2.045674234	1.038837245	2.388432264	0.169148999	-4.116549999	10.29368362	-8.001756689	0.171639699	3.037232142	5.75048232	9.284913091	0.937506036	-6.056046342	-8.783729991	6.984027283	-0.095737622	-0.517197264	-0.52508182	-7.397863511	3.879834779	3.133762144	4.396811415	-3.783626185	-5.75254634	1.035608862	-2.64316624	5.38825189	-1.181891728	-3.550519552	-3.904199295	-0.174794095	4.64173171	-4.183819929	0.639475855	-12.51590885	926.4131176	66734.14335	133.9929666
238	-5.448696613	1.857833117	1.888124347	6.310741901	-5.14903605	-6.262104511	-3.632880151	13.09948683	-2.987864316	-0.207130611	3.484326899	0.318720452	-1.875835061	-6.65458262	1.071917266	-1.621481627	-7.346075177	-1.03387922	5.084611177	-3.43331784	-6.374020576	2.826409042	1.705970019	-5.429185033	-5.783555508	-4.733831286	-5.46036005	0.013659598	2.846825123	-0.310414284	2.341679335	-3.030452728	-4.541982412	-1.058036685	-9.847810268	-4.307718873	-0.875972211	-12.36890912	-8.330072761	4.803188741	-3.620195985	4.715697169	-1.172032282	1.687451154	-7.199682593	1.489557028	-2.750382423	-10.39916277	-1.054909378	5.563257933	8.758347631	-0.548796542	2.537604868	0.504863337	-2.089602947	-4.777129889	5.93559742	9.944351912	-2.64361918	-3.734844029	-7.999690771	-9.010037184	4.347596169	-2.354123294	3.78177613	0.797008276	-1.736317575	-0.106155127	5.676300526	-1.586975157	8.507399559	8.726548553	2.365214378	-6.965448856	-2.12294817	-3.340881169	-1.488167942	3.434257507	0.144798402	2.139860541	-7.032285333	1.947124004	-4.468324482	11.31178379	2.971872389	-1.837617457	1.29894495	-8.950589895	-7.038220763	3.096221983	-3.626328111	6.894344091	11.72878504	-6.22007072	-9.740404487	-0.350607894	-3.650952876	8.646928668	2.510819137	1.405026466	2.229767442	-8.462318182	2.416734546	0.395600982	3.480748832	5.296167135	2.899005115	-3.662313521	2.25167945	-2.818073332	-2.420826405	-7.855052352	8.422993422	-7.762186527	1.578993201	1.077393442	-0.229291022	-3.273533881	-2.109378576	3.266597092	999.710647	61768.33497	121.1030311
239	0.768849088	-3.42650138	4.592602823	-4.19236755	-2.21262533	-1.95701869	-4.041488224	-0.79845793	-0.884815754	-6.128028561	9.341089439	-2.130106743	-9.468851681	7.819696825	-5.341299545	4.202666869	1.861519616	-3.516172026	6.952009578	-1.978934303	-0.645362536	-0.816118345	-3.7560408	-2.152854301	-6.419669837	2.40597697	3.67228774	-4.306086669	7.041653479	-3.965727502	-10.68517299	1.707598731	-1.473615135	0.290445175	1.83008689	9.714147935	-4.322751334	-3.376630734	-1.555122871	-0.890559015	4.664557296	4.848854924	-0.964706124	2.043363896	7.464087389	1.647991061	-2.286872419	-2.077622311	2.657526741	-6.919673761	3.881264247	-6.434795792	-8.430149052	2.656598056	1.097052465	5.382821464	0.056727954	-1.66421571	-4.508938336	5.570153533	-2.008703865	2.956245704	1.198360853	2.426684264	5.112433517	-0.480197797	-0.247864189	-7.340020302	0.229709997	0.878396162	-3.575719244	2.983495156	-0.627441043	-2.037282221	-0.657891708	-3.156304808	6.663203105	8.977439278	3.072217828	-1.075067559	1.796018298	3.538266408	-1.347418612	0.576988605	-9.189565629	-2.862840324	9.783281917	-9.765492985	2.783687307	-5.581837904	-5.323608355	5.118514589	8.182793836	6.785381573	7.487600076	5.390207838	13.72510478	3.618932913	5.149778421	-4.140254913	3.029972934	-7.903799013	-10.11647481	0.81768063	4.526895497	-5.619995134	4.524208292	-0.581766938	1.714236009	2.774628852	0.217414462	-1.254514571	0.379037408	1.089998536	-3.21469071	1.16573355	0.949243062	3.349935165	3.088265339	1.150451301	907.9411983	67970.85607	154.5473811
